NAICS_2022_Code,NAICS_2022_Title,ISIC_Rev4_Code,ISIC_Rev4_Title,NACE_Rev2_Code,NACE_Rev2_Title,NACE_Rev21_Code,NACE_Rev21_Title,Mapping_Path,Mapping_Notes,NAICS_Partial,ISIC_Partial,NACE_Partial,NACE_Mapping_Type,NACE_Correspondence_Type,NACE_Common_Content,Mapping_Quality
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.53","Retail sale of carpets, rugs, wall and floor coverings","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of carpets and rugs
- retail sale via mail order houses or via Internet of curtains and net curtains
- retail sale via mail order houses or via Internet of wall or floor coverings, e.g. wallpaper, tiles, laminates and vinyl flooring","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.54","Retail sale of electrical household appliances","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of electrical household appliances","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.55","Retail sale of furniture, lighting equipment, tableware and other household goods","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of furniture, including mattresses and box springs
- retail sale via mail order houses or via Internet of articles for lighting
- retail sale via mail order houses or via Internet of household utensils and cutlery, crockery, glassware, tableware, china and pottery
- retail sale via mail order houses or via Internet of wooden, cork and wickerwork goods
- retail sale via mail order houses or via Internet of non-electrical household appliances,
- retail sale via mail order houses or via Internet of solar household appliances
- retail sale via mail order houses or via Internet of parasols
- retail sale via mail order houses or via Internet of household articles and equipment n.e.c.
- retail sale via mail order houses or via Internet of baby equipment, e.g. baby carriages, pushchairs, baby walkers, baby carries, baby car seats
- retail sale via mail order houses or via Internet of sails","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.61","Retail sale of books","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of books, including audio books on physical media","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.62","Retail sale of newspapers, and other periodical publications and stationery","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of periodicals and journals
- retail sale via mail order houses or via Internet of stationery, office and school supplies, e.g. pens, pencils, paper","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.63","Retail sale of sporting equipment","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of sports goods, including fishing gear, weapons and ammunitions, camping goods, etc.
- retail sale via mail order houses or via Internet of boats
- retail sale via mail order houses or via Internet of bicycles, including electric bicycles, mono wheels, hover boards, kickscooters, etc.
- retail sale of via mail order houses or via Internet protective gear for motorcyclists
- retail sale via mail order houses or via Internet of special footwear for sports, e.g. football shoes, ice skates, ski boots
- retail sale via mail order houses or via Internet of special sports equipment clothes for skiing, martial arts, ballet etc.
- retail sale via mail order houses or via Internet of parachutes, tents, sleeping bags etc.","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.64","Retail sale of games and toys","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of games and toys, made of all materials
- retail sale via mail order houses or via Internet of party supplies, e.g. masks, party favour (cotillions, jokes, etc.), magic items
- retail sale via mail order houses or via Internet of toy drones","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.69","Retail sale of cultural and recreational goods n.e.c.","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of recorded media
- retail sale via mail order houses or via Internet of musical instruments, scores and related accessories, e.g. strings, music stands, metronomes
- retail sale via mail order houses or via Internet of philately, numismatics and collectors’ items, e.g. stamps and coins
- retail sale via mail order houses or via Internet of art supplies, including beads, clay, canvasses, oil and water colours etc.","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.71","Retail sale of clothing","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of articles of clothing, including underwear
- retail sale via mail order houses or via Internet of articles of fur
- retail sale via mail order houses or via Internet of clothing accessories, e.g. gloves, ties, braces
- retail sale via mail order houses or via Internet of work clothes, uniforms, disguises, carnival costumes etc.","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.72","Retail sale of footwear and leather goods","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of footwear
- retail sale via mail order houses or via Internet of leather goods
- retail sale via mail order houses or via Internet of travel accessories of leather and leather substitutes","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.73","Retail sale of pharmaceutical products","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of pharmaceuticals
- retail sale via mail order houses or via Internet of veterinary medicine
- retail sale via mail order houses or via Internet of homeopathic products and medicines without prescription
- retail sale via mail order houses or via Internet of herbal medicinal products and herbal remedies","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.74","Retail sale of medical and orthopaedic goods","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of corrective glasses, lenses and sunglasses
- retail sale via mail order houses or via Internet of hearing aids
- retail sale via mail order houses or via Internet of orthopaedic footwear
- retail sale via mail order houses or via Internet of crutches and wheelchairs
- retail sale via mail order houses or via Internet of orthopaedic prostheses
- retail sale via mail order houses or via Internet of cervical collars and corsets
- retail sale via mail order houses or via Internet of elastocompressive products, e.g. elastic stockings, sleeves
- retail sale via mail order houses or via Internet of non-corrective sunglasses","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.75","Retail sale of cosmetic and toilet articles","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of perfumery, cosmetic, toiletries, personal care products etc.","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.76","Retail sale of flowers, plants, fertilisers, pets and pet food","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of fertilisers and plant protection products
- retail sale via mail order houses or via Internet of pets and articles for pets
- retail sale via mail order houses or via Internet of food for pets and other animals kept at home for pleasure, e.g. chickens, horses
- retail sale via mail order houses or via Internet of toiletries, hygiene products, etc. for pets","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.77","Retail sale of watches and jewellery","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of watches and jewellery
- retail sale via mail order houses or via Internet of silverware articles","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.78","Retail sale of other new goods","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of photographic, and precision equipment
- retail sale via mail order houses or via Internet of optical equipment, excluding spectacles and lenses, e.g. telescopes, microscopes, binoculars
- retail sale via mail order houses or via Internet of household fuel oil, bottled gas, coal and fuel wood, pellets of wood or biomass
- retail sale via mail order houses or via Internet of packaging articles
- retail sale via mail order houses or via Internet of funeral and cemetery articles, e.g. urns, tombstones
- retail sale via mail order houses or via Internet of imitation jewellery
- retail sale via mail order houses or via Internet of cleaning products, e.g. detergents, sponges
- retail sale via mail order houses or via Internet of souvenirs, craftwork and religious articles
- retail sale via mail order houses or via Internet of non-food products n.e.c.
- retail sale via mail order houses or via Internet of artificial flowers and plants","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.79","Retail sale of second-hand goods","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- retail sale via mail order houses or via Internet of second-hand books
- retail sale via mail order houses or via Internet of antiques
- retail sale via mail order houses or via Internet of second-hand clothes
- retail sale via mail order houses or via Internet of second-hand furniture
- retail sale via mail order houses or via Internet of second-hand household appliances
- retail sale via mail order houses or via Internet of other second-hand goods","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.91","Intermediation service activities for non-specialised retail sale","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","47.92","Intermediation service activities for specialised retail sale","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","","direct"
"449110","Furniture Retailers","4791","Retail sale via mail order houses or via Internet","47.91","Retail sale via mail order houses or via Internet","60.39","Other content distribution activities","NAICS→ISIC→NACE2→NACE2.1","exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.91 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.73, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92, 60.39","65:78","- provision of e-books as streaming or downloading services, not associated with publishing
- online provision of software, not associated with publishing","direct"
"449110","Furniture Retailers","4799","Other retail sale not in stores, stalls or markets","47.99","Other retail sale not in stores, stalls or markets","47.11","Non-specialised retail sale of predominately food, beverages or tobacco","NAICS→ISIC→NACE2→NACE2.1","not in stores, stalls or markets and not exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.99 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92","65:78","- retail sale not in stores, stalls or markets of a large variety of goods (e.g. wearing apparel, furniture, appliances, hardware, cosmetics) among which, however, food products, beverages or tobacco should be predominant","direct"
"449110","Furniture Retailers","4799","Other retail sale not in stores, stalls or markets","47.99","Other retail sale not in stores, stalls or markets","47.12","Other non-specialised retail sale","NAICS→ISIC→NACE2→NACE2.1","not in stores, stalls or markets and not exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.99 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92","65:78","- retail sale not in stores, stalls or markets of a large variety of goods (e.g. wearing apparel, furniture, appliances, hardware, cosmetics, jewellery, toys, sports goods) of which food products, beverages or tobacco are not predominant","direct"
"449110","Furniture Retailers","4799","Other retail sale not in stores, stalls or markets","47.99","Other retail sale not in stores, stalls or markets","47.21","Retail sale of fruit and vegetables","NAICS→ISIC→NACE2→NACE2.1","not in stores, stalls or markets and not exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.99 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92","65:78","- retail sale not in stores, stalls or markets of fresh fruit and vegetables, including cut fresh fruit and vegetables
- retail sale not in stores, stalls or markets of dried and preserved fruits and vegetables","direct"
"449110","Furniture Retailers","4799","Other retail sale not in stores, stalls or markets","47.99","Other retail sale not in stores, stalls or markets","47.22","Retail sale of meat and meat products","NAICS→ISIC→NACE2→NACE2.1","not in stores, stalls or markets and not exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.99 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92","65:78","- retail sale not in stores, stalls or markets of meat and meat products, including poultry and game
- retail sale not in stores, stalls or markets of tripe, delicatessen (charcuterie), salted meat
- retail sale not in stores, stalls or markets of snails","direct"
"449110","Furniture Retailers","4799","Other retail sale not in stores, stalls or markets","47.99","Other retail sale not in stores, stalls or markets","47.23","Retail sale of fish, crustaceans and molluscs","NAICS→ISIC→NACE2→NACE2.1","not in stores, stalls or markets and not exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.99 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92","65:78","- retail sale not in stores, stalls or markets of fish, seafood, seafood products and preparations thereof
- retail sale not in stores, stalls or markets of algae and seaweed","direct"
"449110","Furniture Retailers","4799","Other retail sale not in stores, stalls or markets","47.99","Other retail sale not in stores, stalls or markets","47.24","Retail sale of bread, cake and confectionery","NAICS→ISIC→NACE2→NACE2.1","not in stores, stalls or markets and not exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.99 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92","65:78","- retail sale not in stores, stalls or markets of bread, cake and confectionery
- retail sale not in stores, stalls or markets of bread and rolls baked on the premises from pre-baked products
- retail sale not in stores, stalls or markets by automatic machines of ready-to-eat bread prepared by the machine itself","direct"
"449110","Furniture Retailers","4799","Other retail sale not in stores, stalls or markets","47.99","Other retail sale not in stores, stalls or markets","47.25","Retail sale of beverages","NAICS→ISIC→NACE2→NACE2.1","not in stores, stalls or markets and not exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.99 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92","65:78","- retail sale not in stores, stalls or markets of alcoholic and non-alcoholic beverages, not for consumption or manufactured on the premises
- retail sale not in stores, stalls or markets of fruit and vegetable juices","direct"
"449110","Furniture Retailers","4799","Other retail sale not in stores, stalls or markets","47.99","Other retail sale not in stores, stalls or markets","47.26","Retail sale of tobacco products","NAICS→ISIC→NACE2→NACE2.1","not in stores, stalls or markets and not exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.99 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92","65:78","- retail sale not in stores, stalls or markets of tobacco in any form, e.g. cigarettes, cigars, pipe tobacco, chewing tobacco
- retail sale not in stores, stalls or markets of tobacco and smoking products and accessories, including lighters, pipes, cigarette rolling equipment etc.
- retail sale not in stores, stalls or markets of electronic cigarettes and e-liquids used in vaping devices","direct"
"449110","Furniture Retailers","4799","Other retail sale not in stores, stalls or markets","47.99","Other retail sale not in stores, stalls or markets","47.27","Retail sale of other food","NAICS→ISIC→NACE2→NACE2.1","not in stores, stalls or markets and not exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.99 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92","65:78","- retail sale not in stores, stalls or markets of dairy products, including milk and cheese preparations, and eggs
- retail sale not in stores, stalls or markets of coffee, tea, oils, flour, sugar, pasta, etc.
- retail sale not in stores, stalls or markets of other food products n.e.c.
- retail sale not in stores, stalls or markets of ready-made meals, except for immediate consumption on the spot
- retail sale not in stores, stalls or markets of food supplements for human consumption, e.g. dietary supplements, diet products","direct"
"449110","Furniture Retailers","4799","Other retail sale not in stores, stalls or markets","47.99","Other retail sale not in stores, stalls or markets","47.40","Retail sale of information and communication equipment","NAICS→ISIC→NACE2→NACE2.1","not in stores, stalls or markets and not exclusively sold via Internet or mail-order houses",true,true,false,"NACE Rev. 2 class  47.99 is mapped to NACE Rev. 2.1 classes  47.11, 47.12, 47.21, 47.22, 47.23, 47.24, 47.25, 47.26, 47.27, 47.40, 47.51, 47.52, 47.53, 47.54, 47.55, 47.61, 47.62, 47.63, 47.64, 47.69, 47.71, 47.72, 47.74, 47.75, 47.76, 47.77, 47.78, 47.79, 47.91, 47.92","65:78","- retail sale not in stores, stalls or markets of computers
- retail sale not in stores, stalls or markets of computer peripheral equipment, e.g. printers, photocopiers, interactive whiteboards, videoconferencing equipment
- retail sale not in stores, stalls or markets of video game consoles
- retail sale not in stores, stalls or markets of non-customised software, including video games, provided on a physical media, with a right to perpetual use
- retail sale not in stores, stalls or markets of audio and video equipment
- retail sale not in stores, stalls or markets of radio and television equipment
- retail sale not in stores, stalls or markets of recordable media
- retail sale not in stores, stalls or markets of recording media players and recorders
- retail sale not in stores, stalls or markets of smart telephones, mobile telephones and telephones and their accessories, e.g. chargers, hands-free kits, protective film and cases","direct"
